company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,transfer_to_checked_ratio,total_passengers,load_factor,ssr_count,ssr_per_pax,ground_time_pressure,difficulty_score,difficulty_rank,difficulty_class
UA,422,2025-08-02,ORD,ATH,2025-08-02 16:15:00+00:00,2025-08-03T10:30:00Z,2025-08-02 16:18:00+00:00,2025-08-03T10:33:00Z,318,B787-10,Mainline,185,208,155,0.4085714285714286,340,0.5499631552790774,143,0.07214354243867231,0.35871526524720315,1.3893933915363814,26,Difficult
UA,2665,2025-08-02,ORD,IAH,2025-08-02 21:07:00+00:00,2025-08-02T23:57:00Z,2025-08-02 21:19:00+00:00,2025-08-02T23:58:00Z,179,B737-900,Mainline,237,270,56,0.2914285714285714,231,0.6705737293166699,96,0.07125853347610044,0.3551064597618188,1.3883672939831606,27,Difficult
UA,533,2025-08-02,ORD,OMA,2025-08-02 20:13:00+00:00,2025-08-02T21:52:00Z,2025-08-02 20:15:00+00:00,2025-08-02T21:43:00Z,150,A320-200,Mainline,168,172,110,0.29714285714285715,189,0.6539509536784741,74,0.06700488564920705,0.3655719956694334,1.3836706921399717,28,Difficult
UA,2417,2025-08-02,ORD,SAN,2025-08-02 16:13:00+00:00,2025-08-02T18:35:00Z,2025-08-02 17:36:00+00:00,2025-08-02T19:34:00Z,166,B737-800,Mainline,-43,54,51,0.21142857142857144,242,0.7617609402186403,110,0.0781494429556677,0.332010104655359,1.3833490592582383,29,Difficult
UA,1044,2025-08-02,ORD,LAX,2025-08-02 09:05:00+00:00,2025-08-02T11:40:00Z,2025-08-02 10:06:00+00:00,2025-08-02T12:11:00Z,234,B757-300,Mainline,200,281,72,0.29714285714285715,318,0.7078879340459723,74,0.03891315334035387,0.33778419343197397,1.3817281379611575,30,Difficult
UA,1361,2025-08-02,ORD,STL,2025-08-02 21:20:00+00:00,2025-08-02T22:45:00Z,2025-08-02 21:22:00+00:00,2025-08-02T22:30:00Z,126,A319-100,Mainline,68,42,43,0.2742857142857143,164,0.6766143332900827,48,0.049521355605595556,0.3763984121255864,1.3768198153069788,31,Difficult
UA,1291,2025-08-02,ORD,IAH,2025-08-02 21:50:00+00:00,2025-08-03T00:40:00Z,2025-08-02 21:57:00+00:00,2025-08-03T00:37:00Z,200,A321-2NX,Mainline,85,77,62,0.29714285714285715,262,0.6811989100817439,41,0.025433108730937452,0.36990256225189455,1.373677438207433,32,Difficult
UA,739,2025-08-02,ORD,BZN,2025-08-02 19:59:00+00:00,2025-08-02T22:23:00Z,2025-08-02 20:50:00+00:00,2025-08-02T23:00:00Z,150,A320-200,Mainline,84,42,46,0.24285714285714285,201,0.6975476839237058,59,0.04967158819102155,0.38217250090220134,1.3722489158740716,33,Difficult
UA,1710,2025-08-02,ORD,SMF,2025-08-02 19:59:00+00:00,2025-08-02T22:32:00Z,2025-08-02 20:24:00+00:00,2025-08-02T22:37:00Z,166,B737-800,Mainline,69,57,51,0.2885714285714286,195,0.6074652834772332,118,0.10478251361088409,0.37134608444604833,1.3721653101055942,34,Difficult
UA,1082,2025-08-02,ORD,PIT,2025-08-02 14:12:00+00:00,2025-08-02T16:53:00Z,2025-08-02 14:12:00+00:00,2025-08-02T16:44:00Z,150,A320-200,Mainline,87,102,46,0.22285714285714286,200,0.6939146230699365,108,0.09326350441418525,0.3616023096355106,1.371637579976775,35,Difficult
UA,1269,2025-08-02,ORD,CLE,2025-08-02 18:08:00+00:00,2025-08-02T20:36:00Z,2025-08-02 18:05:00+00:00,2025-08-02T20:22:00Z,126,B737-700,Mainline,58,54,51,0.2542857142857143,148,0.6074131741706674,118,0.13877082229618518,0.3684590400577408,1.3689287508103076,36,Difficult
UA,1616,2025-08-02,ORD,GRR,2025-08-02 18:32:00+00:00,2025-08-02T20:47:00Z,2025-08-02 18:37:00+00:00,2025-08-02T20:31:00Z,126,A319-100,Mainline,105,114,43,0.23714285714285716,163,0.6722892608451192,85,0.08998658807394276,0.3637675929267412,1.3631862989886603,37,Difficult
UA,2465,2025-08-02,ORD,ORF,2025-08-02 11:55:00+00:00,2025-08-02T15:14:00Z,2025-08-02 11:47:00+00:00,2025-08-02T15:09:00Z,179,B737-MAX9,Mainline,68,89,56,0.2057142857142857,246,0.7162406953556696,115,0.08043707550647256,0.35943702634428,1.3618290829207078,38,Difficult
YX,3681,2025-08-02,ORD,JAX,2025-08-02 07:00:00+00:00,2025-08-02T10:39:00Z,2025-08-02 07:09:00+00:00,2025-08-02T10:34:00Z,76,ERJ-175,Express,746,331,34,0.07428571428571429,111,0.7632295998852718,5,0.005722466443699423,0.5167809455070371,1.3600187261217227,39,Difficult
UA,1834,2025-08-02,ORD,TPA,2025-08-02 11:12:00+00:00,2025-08-02T15:02:00Z,2025-08-02 11:09:00+00:00,2025-08-02T15:05:00Z,166,B737-800,Mainline,88,81,51,0.11142857142857143,258,0.8142871212369917,97,0.06425188520682468,0.36954168170335616,1.3595092595757439,40,Difficult
UA,1531,2025-08-02,ORD,DSM,2025-08-02 20:20:00+00:00,2025-08-02T21:47:00Z,2025-08-02 20:27:00+00:00,2025-08-02T21:35:00Z,150,A320-200,Mainline,100,94,46,0.2542857142857143,185,0.6394187102633969,102,0.09527118020309701,0.3691808011548177,1.358156405907026,41,Difficult
UA,953,2025-08-02,ORD,MUC,2025-08-02 18:00:00+00:00,2025-08-03T09:40:00Z,2025-08-02 18:10:00+00:00,2025-08-03T09:31:00Z,243,B787-8,Mainline,240,240,95,0.3514285714285714,275,0.5840257453941984,89,0.05499598710432168,0.3670155178635871,1.3574658217906785,42,Difficult
UA,2658,2025-08-02,ORD,SMF,2025-08-02 16:00:00+00:00,2025-08-02T18:35:00Z,2025-08-02 16:12:00+00:00,2025-08-02T18:36:00Z,150,A320-200,Mainline,104,95,46,0.26571428571428574,180,0.6212534059945504,104,0.09994513442066935,0.370263442800433,1.3571762689299383,43,Difficult
UA,2075,2025-08-02,ORD,TPA,2025-08-02 17:55:00+00:00,2025-08-02T21:45:00Z,2025-08-02 17:51:00+00:00,2025-08-02T21:25:00Z,179,B737-MAX9,Mainline,64,86,56,0.14285714285714285,271,0.7923523054206688,94,0.05910408797339508,0.35907614579574154,1.3533896820469482,44,Difficult
OO,5608,2025-08-02,ORD,GRB,2025-08-02 11:10:00+00:00,2025-08-02T12:23:00Z,2025-08-02 11:05:00+00:00,2025-08-02T12:30:00Z,50,CRJ-200,Express,90,82,29,0.10857142857142857,80,0.8392370572207085,17,0.03533966781385605,0.36990256225189455,1.3530507158578877,45,Difficult
UA,2154,2025-08-02,ORD,ROC,2025-08-02 18:25:00+00:00,2025-08-02T21:13:00Z,2025-08-02 18:56:00+00:00,2025-08-02T21:29:00Z,179,B737-900,Mainline,123,147,119,0.3,215,0.6218622988750704,88,0.07014744109489889,0.3583543846986647,1.350364124668634,46,Difficult
UA,2006,2025-08-02,ORD,GUA,2025-08-02 09:14:00+00:00,2025-08-02T12:45:00Z,2025-08-02 09:16:00+00:00,2025-08-02T12:44:00Z,166,B737-MAX8,Mainline,90,97,65,0.26,211,0.6599914644955845,80,0.06481395462633135,0.36448935402381805,1.3492947731457339,47,Difficult
UA,763,2025-08-02,ORD,PWM,2025-08-02 10:58:00+00:00,2025-08-02T14:24:00Z,2025-08-02 10:54:00+00:00,2025-08-02T14:15:00Z,166,B737-800,Mainline,73,78,51,0.09714285714285714,272,0.860247529628049,44,0.026366284954801915,0.36521111512089494,1.348967786846603,48,Difficult
UA,2280,2025-08-02,ORD,MCO,2025-08-02 07:10:00+00:00,2025-08-02T11:04:00Z,2025-08-02 07:08:00+00:00,2025-08-02T10:56:00Z,200,A321-2NX,Mainline,511,267,62,0.03142857142857143,318,0.8337874659400546,54,0.02778946298549685,0.45507037170696496,1.348075872061088,49,Difficult
UA,2040,2025-08-02,ORD,DEN,2025-08-02 20:10:00+00:00,2025-08-02T22:00:00Z,2025-08-02 20:44:00+00:00,2025-08-02T22:25:00Z,179,B737-900,Mainline,95,117,56,0.3057142857142857,222,0.6431735496932702,53,0.039980426333860425,0.35907614579574154,1.3479444075371578,50,Difficult
UA,224,2025-08-02,ORD,BZN,2025-08-02 09:20:00+00:00,2025-08-02T11:47:00Z,2025-08-02 09:14:00+00:00,2025-08-02T11:33:00Z,166,B737-800,Mainline,111,110,51,0.17714285714285713,240,0.7551951675913463,68,0.047867724076013765,0.36737639841212555,1.3475821472223428,51,Difficult
UA,445,2025-08-02,ORD,ANC,2025-08-02 15:50:00+00:00,2025-08-02T19:35:00Z,2025-08-02 16:19:00+00:00,2025-08-02T19:54:00Z,179,B737-MAX9,Mainline,72,101,56,0.3057142857142857,213,0.6157733700698704,86,0.06916645767166217,0.35654998195597254,1.347204095411791,52,Difficult
UA,2494,2025-08-02,ORD,MCI,2025-08-02 20:05:00+00:00,2025-08-02T21:43:00Z,2025-08-02 20:10:00+00:00,2025-08-02T21:31:00Z,179,B737-900,Mainline,130,148,119,0.38857142857142857,185,0.5305283667970713,73,0.06754613359431555,0.3605196679898953,1.3471655969527108,53,Difficult
UA,1328,2025-08-02,ORD,SMF,2025-08-02 09:05:00+00:00,2025-08-02T11:46:00Z,2025-08-02 09:03:00+00:00,2025-08-02T11:38:00Z,179,B737-900,Mainline,69,87,56,0.26857142857142857,230,0.66752926491407,67,0.04927753091881412,0.3605196679898953,1.3458978923942082,54,Difficult
UA,2481,2025-08-02,ORD,SYR,2025-08-02 18:20:00+00:00,2025-08-02T21:16:00Z,2025-08-02 18:16:00+00:00,2025-08-02T20:58:00Z,150,A320-200,Mainline,90,95,46,0.2342857142857143,198,0.6866485013623979,66,0.05671105790812509,0.36521111512089494,1.3428563886771323,55,Difficult
UA,980,2025-08-02,ORD,DUB,2025-08-02 20:15:00+00:00,2025-08-03T09:45:00Z,2025-08-02 21:13:00+00:00,2025-08-03T10:59:00Z,243,B787-8,Mainline,135,218,150,0.32,309,0.6602751707202208,47,0.024657550167139053,0.3370624323348971,1.341995153222257,56,Difficult
UA,1525,2025-08-02,ORD,AUS,2025-08-02 13:40:00+00:00,2025-08-02T16:30:00Z,2025-08-02 13:37:00+00:00,2025-08-02T16:37:00Z,126,A319-100,Mainline,79,94,43,0.12285714285714286,190,0.7890662168591324,75,0.06757129243878812,0.3616023096355106,1.341096961790574,57,Difficult
UA,1314,2025-08-02,ORD,IAH,2025-08-02 14:26:00+00:00,2025-08-02T17:25:00Z,2025-08-02 14:41:00+00:00,2025-08-02T17:30:00Z,200,A321-2NX,Mainline,72,106,62,0.28285714285714286,246,0.6376021798365122,94,0.06533870067116053,0.35474557921328037,1.340543602578096,58,Difficult
UA,2370,2025-08-02,ORD,BOS,2025-08-02 14:28:00+00:00,2025-08-02T18:06:00Z,2025-08-02 14:20:00+00:00,2025-08-02T17:35:00Z,179,B737-900,Mainline,73,72,56,0.21714285714285714,240,0.6979739089400697,81,0.057448002394134376,0.36737639841212555,1.339941166889187,59,Difficult
UA,2211,2025-08-02,ORD,SEA,2025-08-02 19:59:00+00:00,2025-08-02T22:42:00Z,2025-08-02 20:02:00+00:00,2025-08-02T22:35:00Z,179,B737-900,Mainline,114,159,119,0.25142857142857145,232,0.6736181937192699,87,0.06408050276821786,0.3507758931793576,1.3399031610954169,60,Difficult
UA,2226,2025-08-02,ORD,CLE,2025-08-02 14:27:00+00:00,2025-08-02T16:54:00Z,2025-08-02 15:07:00+00:00,2025-08-02T17:16:00Z,179,B737-900,Mainline,-6,52,56,0.2914285714285714,222,0.6431735496932702,76,0.0583044513913884,0.346084446048358,1.3389910185615879,61,Difficult
UA,1301,2025-08-02,ORD,ICT,2025-08-02 20:00:00+00:00,2025-08-02T22:03:00Z,2025-08-02 20:27:00+00:00,2025-08-02T22:09:00Z,126,A319-100,Mainline,100,126,43,0.3142857142857143,152,0.6247134639505212,37,0.0408085716310828,0.3576326236015878,1.337440373468906,62,Difficult
YX,3433,2025-08-02,ORD,CVG,2025-08-02 18:10:00+00:00,2025-08-02T20:37:00Z,2025-08-02 19:15:00+00:00,2025-08-02T21:27:00Z,76,ERJ-175,Express,140,38,39,0.21142857142857144,99,0.677183421769683,26,0.04420533329705858,0.40382533381450736,1.3366426603098205,63,Difficult
OO,5251,2025-08-02,ORD,ASE,2025-08-02 19:35:00+00:00,2025-08-02T21:44:00Z,2025-08-02 19:35:00+00:00,2025-08-02T21:33:00Z,70,ERJ-175,Express,382,235,34,0.12,101,0.753600622810432,23,0.038032068955810745,0.4200649584987369,1.3316976502649798,64,Difficult
YX,3638,2025-08-02,ORD,CHS,2025-08-02 10:35:00+00:00,2025-08-02T14:02:00Z,2025-08-02 10:51:00+00:00,2025-08-02T14:31:00Z,76,ERJ-175,Express,157,186,34,0.02857142857142857,134,0.9281514412734835,15,0.017554007606736633,0.35654998195597254,1.3308268594076211,65,Difficult
UA,1741,2025-08-02,ORD,JAC,2025-08-02 09:20:00+00:00,2025-08-02T11:35:00Z,2025-08-02 10:04:00+00:00,2025-08-02T11:58:00Z,126,B737-700,Mainline,-3,53,43,0.1,203,0.8452921586436574,47,0.03870492662435162,0.3468062071454348,1.3308032924134439,66,Difficult
UA,592,2025-08-02,ORD,JAC,2025-08-02 16:50:00+00:00,2025-08-02T19:05:00Z,2025-08-02 17:09:00+00:00,2025-08-02T19:02:00Z,126,B737-700,Mainline,65,94,43,0.14285714285714285,189,0.784741144414169,52,0.046417230167043126,0.35654998195597254,1.3305654993943274,67,Difficult
UA,1485,2025-08-02,ORD,SEA,2025-08-02 13:40:00+00:00,2025-08-02T16:20:00Z,2025-08-02 13:31:00+00:00,2025-08-02T15:38:00Z,126,A319-100,Mainline,71,58,51,0.12571428571428572,183,0.7587907097443882,78,0.07314129562898766,0.3717069649945867,1.3293532560822483,68,Difficult
UA,1941,2025-08-02,ORD,CVG,2025-08-02 14:09:00+00:00,2025-08-02T16:35:00Z,2025-08-02 14:43:00+00:00,2025-08-02T17:25:00Z,126,B737-700,Mainline,7,48,43,0.28285714285714286,156,0.6420137537303751,45,0.048774732674179026,0.3522194153735113,1.3258650446352083,69,Difficult
UA,2243,2025-08-02,ORD,RIC,2025-08-02 18:20:00+00:00,2025-08-02T21:30:00Z,2025-08-02 18:21:00+00:00,2025-08-02T21:31:00Z,150,A320-200,Mainline,86,102,46,0.26,185,0.6394187102633969,69,0.06372198923448362,0.36124142908697215,1.3243821285848527,70,Difficult
G7,4518,2025-08-02,ORD,STL,2025-08-02 16:47:00+00:00,2025-08-02T18:07:00Z,2025-08-02 16:40:00+00:00,2025-08-02T17:50:00Z,50,CRJ-550,Express,291,287,33,0.17714285714285713,67,0.6975476839237058,31,0.07958933448871161,0.3684590400577408,1.3227389156130154,71,Difficult
UA,2426,2025-08-02,ORD,IAH,2025-08-02 19:35:00+00:00,2025-08-02T22:24:00Z,2025-08-02 19:37:00+00:00,2025-08-02T22:11:00Z,179,B737-900,Mainline,65,77,56,0.23142857142857143,230,0.66752926491407,79,0.05850535752623464,0.3626849512811259,1.320148145150002,72,Difficult
UA,1761,2025-08-02,ORD,FAT,2025-08-02 19:57:00+00:00,2025-08-02T22:30:00Z,2025-08-02 20:04:00+00:00,2025-08-02T22:22:00Z,166,B737-800,Mainline,88,86,51,0.24857142857142858,194,0.6041823971635863,107,0.09530567635067282,0.367737278960664,1.3157967810463518,73,Difficult
UA,1803,2025-08-02,ORD,DEN,2025-08-02 10:44:00+00:00,2025-08-02T12:32:00Z,2025-08-02 10:55:00+00:00,2025-08-02T12:19:00Z,179,B737-900,Mainline,61,72,56,0.22285714285714286,235,0.6827515869270698,64,0.04592344500654248,0.3630458318296643,1.3145780066204193,74,Difficult
UA,374,2025-08-02,ORD,MSP,2025-08-02 16:10:00+00:00,2025-08-02T17:49:00Z,2025-08-02 16:12:00+00:00,2025-08-02T17:32:00Z,126,A319-100,Mainline,75,101,43,0.2885714285714286,137,0.5598373772760693,85,0.10749029840394683,0.3576326236015878,1.3135317278530325,75,Difficult
UA,1068,2025-08-02,ORD,IAD,2025-08-02 08:52:00+00:00,2025-08-02T11:55:00Z,2025-08-02 08:52:00+00:00,2025-08-02T11:55:00Z,179,B737-900,Mainline,1077,971,56,0.19428571428571428,231,0.6705737293166699,59,0.04292923894899056,0.4052688560086611,1.3130575385600358,76,Difficult
UA,1842,2025-08-02,ORD,SAN,2025-08-02 20:20:00+00:00,2025-08-02T22:44:00Z,2025-08-02 20:17:00+00:00,2025-08-02T22:37:00Z,200,A321-2NX,Mainline,85,63,62,0.19428571428571428,271,0.7057220708446866,61,0.037566817385965276,0.37495488993143267,1.3125294924477988,77,Difficult
UA,758,2025-08-02,ORD,EWR,2025-08-02 10:49:00+00:00,2025-08-02T14:08:00Z,2025-08-02 11:40:00+00:00,2025-08-02T14:50:00Z,179,B737-900,Mainline,199,120,56,0.23714285714285716,210,0.6066399768620706,88,0.07187105876317308,0.39552508119812335,1.3111789739662243,78,Difficult
UA,1776,2025-08-02,ORD,PHL,2025-08-02 18:20:00+00:00,2025-08-02T21:35:00Z,2025-08-02 18:19:00+00:00,2025-08-02T21:15:00Z,166,B737-800,Mainline,75,68,51,0.3514285714285714,178,0.551656216145235,41,0.03849445263598566,0.36954168170335616,1.311120921913148,79,Difficult
UA,2100,2025-08-02,ORD,SLC,2025-08-02 13:11:00+00:00,2025-08-02T15:40:00Z,2025-08-02 13:27:00+00:00,2025-08-02T15:41:00Z,166,B737-800,Mainline,68,75,51,0.21428571428571427,212,0.6632743508092315,85,0.06866902503959639,0.36448935402381805,1.3107184441583601,80,Difficult
UA,1168,2025-08-02,ORD,SFO,2025-08-02 15:54:00+00:00,2025-08-02T18:44:00Z,2025-08-02 15:58:00+00:00,2025-08-02T18:36:00Z,200,A321-2NX,Mainline,59,78,62,0.23142857142857143,261,0.6784741144414169,58,0.0370592049478777,0.3601587874413569,1.3071206782592228,81,Difficult
UA,1448,2025-08-02,ORD,BUF,2025-08-02 14:10:00+00:00,2025-08-02T16:55:00Z,2025-08-02 14:08:00+00:00,2025-08-02T16:40:00Z,126,B737-700,Mainline,73,85,43,0.18571428571428572,164,0.6766143332900827,78,0.08187501596697845,0.3626849512811259,1.3068885862524726,82,Difficult
UA,2113,2025-08-02,ORD,FSD,2025-08-02 20:08:00+00:00,2025-08-02T22:00:00Z,2025-08-02 20:08:00+00:00,2025-08-02T21:41:00Z,179,B737-900,Mainline,86,70,56,0.24,211,0.6096844412646706,103,0.08409326061102904,0.37278960664020205,1.3065673085159017,83,Difficult
UA,356,2025-08-02,ORD,ATL,2025-08-02 14:40:00+00:00,2025-08-02T17:49:00Z,2025-08-02 14:42:00+00:00,2025-08-02T17:43:00Z,126,A319-100,Mainline,1109,1108,43,0.09428571428571429,178,0.7371653475195711,108,0.10506786463053161,0.36737639841212555,1.3038953248479426,84,Difficult
UA,1974,2025-08-02,ORD,PWM,2025-08-02 18:30:00+00:00,2025-08-02T22:01:00Z,2025-08-02 18:30:00+00:00,2025-08-02T21:56:00Z,126,B737-700,Mainline,104,108,43,0.12571428571428572,174,0.7198650577397172,93,0.09228768826719363,0.3655719956694334,1.30343902739063,85,Difficult
UA,2616,2025-08-02,ORD,PDX,2025-08-02 12:46:00+00:00,2025-08-02T15:14:00Z,2025-08-02 13:57:00+00:00,2025-08-02T15:45:00Z,166,B737-800,Mainline,-16,51,51,0.19142857142857142,221,0.692820327632054,98,0.07618506604520282,0.342836521111512,1.3032704862173403,86,Difficult
UA,1923,2025-08-02,ORD,CID,2025-08-02 20:05:00+00:00,2025-08-02T21:21:00Z,2025-08-02 20:06:00+00:00,2025-08-02T21:26:00Z,126,B737-700,Mainline,103,60,43,0.28285714285714286,139,0.5684875221659963,56,0.06901113853792022,0.38253338145073973,1.302889185011799,87,Difficult
UA,2184,2025-08-02,ORD,EGE,2025-08-02 16:00:00+00:00,2025-08-02T18:03:00Z,2025-08-02 16:17:00+00:00,2025-08-02T18:10:00Z,126,B737-700,Mainline,184,57,43,0.1657142857142857,172,0.7112149128497903,14,0.012151623870354842,0.4128473475279682,1.301928169962399,88,Difficult
UA,2418,2025-08-02,ORD,PHL,2025-08-02 07:35:00+00:00,2025-08-02T10:47:00Z,2025-08-02 08:04:00+00:00,2025-08-02T10:51:00Z,126,B737-700,Mainline,855,572,43,0.08571428571428572,171,0.7068898404048268,40,0.039127821048956374,0.46914471309996386,1.3008766602680328,89,Difficult
UA,1909,2025-08-02,ORD,TVC,2025-08-02 10:51:00+00:00,2025-08-02T13:06:00Z,2025-08-02 10:52:00+00:00,2025-08-02T13:18:00Z,166,B737-MAX8,Mainline,79,89,51,0.2571428571428571,202,0.630445487672762,55,0.04591226742006836,0.36340671237820277,1.2969073246138902,90,Difficult
UA,1538,2025-08-02,ORD,SAV,2025-08-02 11:05:00+00:00,2025-08-02T14:34:00Z,2025-08-02 10:59:00+00:00,2025-08-02T14:21:00Z,126,A319-100,Mainline,93,97,43,0.05142857142857143,196,0.8150166515289131,73,0.06362931226657953,0.3655719956694334,1.2956465308934975,91,Difficult
UA,2389,2025-08-02,ORD,RSW,2025-08-02 10:57:00+00:00,2025-08-02T15:02:00Z,2025-08-02 10:55:00+00:00,2025-08-02T15:00:00Z,179,B737-900,Mainline,79,81,56,0.04857142857142857,271,0.7923523054206688,138,0.0878204487566348,0.3662937567665102,1.2950379395152423,92,Difficult
UA,929,2025-08-02,ORD,LHR,2025-08-02 16:05:00+00:00,2025-08-03T06:20:00Z,2025-08-02 16:50:00+00:00,2025-08-03T06:21:00Z,167,B767-300,Mainline,280,331,145,0.25142857142857145,206,0.6395274845404558,66,0.05442152164091181,0.348610609888127,1.293988187498066,93,Difficult
UA,2278,2025-08-02,ORD,SEA,2025-08-02 16:15:00+00:00,2025-08-02T18:58:00Z,2025-08-02 16:07:00+00:00,2025-08-02T18:14:00Z,200,A321-2NX,Mainline,93,121,62,0.19714285714285715,240,0.6212534059945504,164,0.11861439473290439,0.356910862504511,1.2939215203748229,94,Difficult
OO,5833,2025-08-02,ORD,DTW,2025-08-02 18:11:00+00:00,2025-08-02T20:45:00Z,2025-08-02 18:18:00+00:00,2025-08-02T20:37:00Z,76,ERJ-175,Express,63,79,34,0.23142857142857143,95,0.6485013623978202,27,0.04802287028359467,0.36124142908697215,1.2891942331969584,95,Difficult
UA,2684,2025-08-02,ORD,FCA,2025-08-02 08:45:00+00:00,2025-08-02T11:36:00Z,2025-08-02 08:36:00+00:00,2025-08-02T10:55:00Z,179,B737-900,Mainline,579,601,56,0.15428571428571428,250,0.7284185529660695,70,0.047278168487206354,0.35907614579574154,1.2890585815347317,96,Difficult
UA,1398,2025-08-02,ORD,ATL,2025-08-02 18:20:00+00:00,2025-08-02T21:29:00Z,2025-08-02 18:15:00+00:00,2025-08-02T21:20:00Z,166,B737-800,Mainline,75,69,51,0.24,190,0.5910508519089984,96,0.08711971459398159,0.3691808011548177,1.2873513676577977,97,Difficult
UA,1414,2025-08-02,ORD,BOI,2025-08-02 08:45:00+00:00,2025-08-02T11:43:00Z,2025-08-02 08:50:00+00:00,2025-08-02T11:39:00Z,126,A319-100,Mainline,67,76,43,0.08285714285714285,187,0.7760909995242421,70,0.06396227638008803,0.3637675929267412,1.2866780116882142,98,Difficult
YX,3716,2025-08-02,ORD,CMH,2025-08-02 18:17:00+00:00,2025-08-02T20:54:00Z,2025-08-02 18:28:00+00:00,2025-08-02T20:45:00Z,76,ERJ-175,Express,67,74,34,0.28285714285714286,86,0.5839667288111287,28,0.05533999839927063,0.36448935402381805,1.2866532240913602,99,Difficult
UA,1634,2025-08-02,ORD,IAD,2025-08-02 14:24:00+00:00,2025-08-02T17:30:00Z,2025-08-02 14:21:00+00:00,2025-08-02T17:33:00Z,179,B737-MAX9,Mainline,79,85,56,0.24,206,0.5944621192516707,101,0.08447168514808621,0.3648502345723565,1.2837840389721134,100,Difficult
UA,3,2025-08-02,ORD,ZRH,2025-08-02 15:55:00+00:00,2025-08-03T07:45:00Z,2025-08-02 15:59:00+00:00,2025-08-03T07:08:00Z,167,B767-300,Mainline,185,204,145,0.3057142857142857,183,0.5644732333697727,57,0.052845119620863315,0.3601587874413569,1.2831914261462787,101,Difficult
UA,307,2025-08-02,ORD,COS,2025-08-02 09:15:00+00:00,2025-08-02T11:08:00Z,2025-08-02 09:07:00+00:00,2025-08-02T10:50:00Z,126,B737-700,Mainline,102,94,43,0.15714285714285714,166,0.6852644781800096,68,0.0702069087362468,0.36990256225189455,1.282516806311008,102,Difficult
OO,5045,2025-08-02,ORD,RHI,2025-08-02 16:35:00+00:00,2025-08-02T17:57:00Z,2025-08-02 16:34:00+00:00,2025-08-02T17:54:00Z,50,CRJ-200,Express,32,33,29,0.07428571428571429,75,0.784741144414169,25,0.05671105790812509,0.36665463731504866,1.282392553923057,103,Difficult
UA,764,2025-08-02,ORD,YYC,2025-08-02 08:45:00+00:00,2025-08-02T11:38:00Z,2025-08-02 08:48:00+00:00,2025-08-02T11:15:00Z,126,B737-700,Mainline,57,76,52,0.14,181,0.7501405648544613,34,0.030979073645259723,0.3601587874413569,1.2812784259410779,104,Difficult
UA,2059,2025-08-02,ORD,PDX,2025-08-02 19:55:00+00:00,2025-08-02T22:29:00Z,2025-08-02 20:48:00+00:00,2025-08-02T23:04:00Z,179,B737-900,Mainline,84,141,64,0.2742857142857143,208,0.6005510480568707,72,0.058978579403538255,0.34644532659689636,1.2802606683430195,105,Difficult
UA,2099,2025-08-02,ORD,IAH,2025-08-02 09:46:00+00:00,2025-08-02T12:40:00Z,2025-08-02 09:50:00+00:00,2025-08-02T12:30:00Z,179,B737-MAX9,Mainline,125,137,56,0.1742857142857143,218,0.6309956920828703,141,0.11215091832350191,0.3626849512811259,1.2801172759732125,106,Difficult
UA,912,2025-08-02,ORD,KEF,2025-08-02 21:10:00+00:00,2025-08-03T08:30:00Z,2025-08-02 21:42:00+00:00,2025-08-03T09:00:00Z,176,B757-200,Mainline,150,93,75,0.26857142857142857,189,0.5525142432499381,76,0.06887649069304014,0.38758570913027784,1.2775478716446846,107,Difficult
UA,1270,2025-08-02,ORD,PUJ,2025-08-02 09:23:00+00:00,2025-08-02T15:05:00Z,2025-08-02 09:23:00+00:00,2025-08-02T15:09:00Z,179,B737-900,Mainline,100,117,70,0.02,293,0.8593305222778683,61,0.03457757163890448,0.3608805485384337,1.2747886424552066,108,Difficult
UA,503,2025-08-02,ORD,DEN,2025-08-02 14:35:00+00:00,2025-08-02T16:27:00Z,2025-08-02 15:02:00+00:00,2025-08-02T17:06:00Z,231,B767-400,Mainline,75,113,82,0.2057142857142857,288,0.6467320145794261,108,0.06408050276821786,0.35330205701912665,1.2698288600810563,109,Difficult
OO,5729,2025-08-02,ORD,FNT,2025-08-02 11:05:00+00:00,2025-08-02T13:23:00Z,2025-08-02 10:57:00+00:00,2025-08-02T13:12:00Z,50,CRJ-200,Express,104,93,29,0.08285714285714285,56,0.5776566757493189,76,0.23778884589897611,0.3709852038975099,1.2692878684029476,110,Difficult
UA,1878,2025-08-02,ORD,SFO,2025-08-02 12:46:00+00:00,2025-08-02T15:33:00Z,2025-08-02 12:43:00+00:00,2025-08-02T15:15:00Z,200,A321-2NX,Mainline,79,87,62,0.14,276,0.7193460490463215,74,0.045176274648849456,0.36412847347527966,1.2686507971704506,111,Difficult
UA,1239,2025-08-02,ORD,ROC,2025-08-02 14:07:00+00:00,2025-08-02T16:55:00Z,2025-08-02 14:05:00+00:00,2025-08-02T16:42:00Z,150,A320-200,Mainline,113,130,46,0.1657142857142857,195,0.67574931880109,75,0.06578114388977774,0.3608805485384337,1.2681252969435872,112,Difficult
